rank,category,strategy_name,description,total_return,annual_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,num_trades,composite_score,parameters
399,unknown,MeanRev_WMA100_M_8pct_zscore,Unknown strategy on M,,,-8.917573845602845,-0.9999959334222626,0.5021405636817695,1.0068631491487223,5608,-3.466601018847011,"{'ma_type': 'WMA', 'ma_period': 100, 'timeframe': 'M', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
400,unknown,MeanRev_WMA100_M_10pct_zscore,Unknown strategy on M,,,-8.917573845602845,-0.9999959334222626,0.5021405636817695,1.0068631491487223,5608,-3.466601018847011,"{'ma_type': 'WMA', 'ma_period': 100, 'timeframe': 'M', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
401,unknown,Crossover_EMA5_SMA20_M1,Unknown strategy on M1,,,-8.93565589014404,-0.9999997104783781,0.5043544690603514,1.0070348061611143,6837,-3.473391433293384,"{'fast_ma_type': 'EMA', 'fast_ma_period': 5, 'slow_ma_type': 'SMA', 'slow_ma_period': 20, 'timeframe': 'M1'}"
402,unknown,Crossover_EMA5_SMA20_M2,Unknown strategy on M2,,,-8.93565589014404,-0.9999997104783781,0.5043544690603514,1.0070348061611143,6837,-3.473391433293384,"{'fast_ma_type': 'EMA', 'fast_ma_period': 5, 'slow_ma_type': 'SMA', 'slow_ma_period': 20, 'timeframe': 'M2'}"
403,unknown,Crossover_EMA5_SMA20_M3,Unknown strategy on M3,,,-8.93565589014404,-0.9999997104783781,0.5043544690603514,1.0070348061611143,6837,-3.473391433293384,"{'fast_ma_type': 'EMA', 'fast_ma_period': 5, 'slow_ma_type': 'SMA', 'slow_ma_period': 20, 'timeframe': 'M3'}"
404,unknown,Crossover_EMA5_SMA20_M5,Unknown strategy on M5,,,-8.93565589014404,-0.9999997104783781,0.5043544690603514,1.0070348061611143,6837,-3.473391433293384,"{'fast_ma_type': 'EMA', 'fast_ma_period': 5, 'slow_ma_type': 'SMA', 'slow_ma_period': 20, 'timeframe': 'M5'}"
405,unknown,Crossover_EMA5_SMA20_M10,Unknown strategy on M10,,,-8.93565589014404,-0.9999997104783781,0.5043544690603514,1.0070348061611143,6837,-3.473391433293384,"{'fast_ma_type': 'EMA', 'fast_ma_period': 5, 'slow_ma_type': 'SMA', 'slow_ma_period': 20, 'timeframe': 'M10'}"
406,unknown,Crossover_EMA5_SMA20_M15,Unknown strategy on M15,,,-8.93565589014404,-0.9999997104783781,0.5043544690603514,1.0070348061611143,6837,-3.473391433293384,"{'fast_ma_type': 'EMA', 'fast_ma_period': 5, 'slow_ma_type': 'SMA', 'slow_ma_period': 20, 'timeframe': 'M15'}"
407,unknown,Crossover_EMA5_SMA20_M30,Unknown strategy on M30,,,-8.93565589014404,-0.9999997104783781,0.5043544690603514,1.0070348061611143,6837,-3.473391433293384,"{'fast_ma_type': 'EMA', 'fast_ma_period': 5, 'slow_ma_type': 'SMA', 'slow_ma_period': 20, 'timeframe': 'M30'}"
408,unknown,Crossover_EMA5_SMA20_H1,Unknown strategy on H1,,,-8.93565589014404,-0.9999997104783781,0.5043544690603514,1.0070348061611143,6837,-3.473391433293384,"{'fast_ma_type': 'EMA', 'fast_ma_period': 5, 'slow_ma_type': 'SMA', 'slow_ma_period': 20, 'timeframe': 'H1'}"
409,unknown,Crossover_EMA5_SMA20_H2,Unknown strategy on H2,,,-8.93565589014404,-0.9999997104783781,0.5043544690603514,1.0070348061611143,6837,-3.473391433293384,"{'fast_ma_type': 'EMA', 'fast_ma_period': 5, 'slow_ma_type': 'SMA', 'slow_ma_period': 20, 'timeframe': 'H2'}"
410,unknown,Crossover_EMA5_SMA20_H4,Unknown strategy on H4,,,-8.93565589014404,-0.9999997104783781,0.5043544690603514,1.0070348061611143,6837,-3.473391433293384,"{'fast_ma_type': 'EMA', 'fast_ma_period': 5, 'slow_ma_type': 'SMA', 'slow_ma_period': 20, 'timeframe': 'H4'}"
411,unknown,Crossover_EMA5_SMA20_H6,Unknown strategy on H6,,,-8.93565589014404,-0.9999997104783781,0.5043544690603514,1.0070348061611143,6837,-3.473391433293384,"{'fast_ma_type': 'EMA', 'fast_ma_period': 5, 'slow_ma_type': 'SMA', 'slow_ma_period': 20, 'timeframe': 'H6'}"
